9110 23683
7810 4506 69.60
7810 5832 695.13
7811 4731 31.52
7812 2692 32.66
7813 4381 34.38
7813 7434 192.71
7813 2848 128.50
7814 4250 277.69
7815 7816 21.79
7815 8367 664.82
7816 8472 23.56
7816 7733 31.15
7817 1458 265.21
7817 1457 116.71
7817 6219 138.49
7818 4956 4.62
7818 5060 216.22
7818 3138 126.54
7819 6851 121.92
7819 6850 16.97
7819 6849 71.39
7820 7962 16.98
7820 6890 88.03
7820 8462 664.45
7821 1142 114.56
7821 3728 179.57
7821 3272 104.92
7822 2122 81.03
7823 6819 76.57
7823 3875 18.12
7823 7762 42.82
7824 1846 71.77
7824 6582 87.02
7824 1847 652.38
7825 2996 20.41
7825 7665 22.82
7825 2995 59.19
7826 8685 61.64
7826 7267 654.87
7826 8708 291.74
7827 4363 27.87
7828 1473 13.53
7828 3417 89.51
7828 4973 76.23
7829 3176 187.98
7829 7547 285.19
7829 9101 112.34
7830 5476 308.44
7830 5475 121.63
7830 7664 75.00
7831 4646 97.13
7831 4137 29.71
7831 3878 46.94
7832 7836 13.10
7832 6660 115.80
7833 7834 67.36
7833 7885 73.59
7833 6659 197.19
7834 7832 34.60
7834 7833 67.36
7835 7888 85.51
7835 7836 42.61
7835 8965 202.93
7836 7832 13.10
7836 7835 42.61
7836 7834 34.31
7837 5212 62.62
7837 922 17.82
7837 7838 15.96
7838 923 117.64
7838 922 15.51
7838 7837 15.96
7839 866 72.16
7839 865 177.18
7839 7987 88.01
7840 6941 55.85
7840 8926 32.83
7840 72 106.16
7841 4469 28.19
7841 4003 49.72
7842 4002 690.72
7842 7841 49.77
7842 4003 53.15
7843 7851 158.33
7843 7847 70.96
7843 7854 121.79
7844 7849 12.74
7844 7856 117.74
7845 7853 84.96
7845 8001 141.16
7845 7847 231.86
7845 7999 215.66
7846 7404 32.59
7846 7844 66.48
7847 7850 102.02
7847 7843 70.96
7847 7845 231.86
7848 7850 62.37
7848 7853 85.86
7849 7844 12.74
7849 7846 66.18
7850 7847 102.02
7850 7852 74.18
7850 7848 62.37
7851 7843 158.33
7851 7405 202.34
7851 7854 79.22
7852 7855 83.59
7852 7848 55.40
7852 7850 74.18
7853 7855 118.26
7853 7845 84.96
7853 7848 85.86
7853 8002 109.99
7854 7851 79.22
7854 7843 121.79
7854 7405 196.53
7855 7852 83.59
7855 7902 73.42
7855 7853 118.26
7856 7844 117.74
7856 7402 105.67
7856 7401 54.06
7857 4384 10.06
7857 8380 1097.65
7858 7859 19.59
7858 6486 34.53
7859 4781 123.05
7859 6486 36.96
7860 7862 9.96
7861 414 224.16
7861 4328 45.67
7862 7860 9.96
7862 7863 22.78
7862 7863 22.78
7863 6110 236.22
7863 7862 22.78
7863 7862 22.78
7864 8896 175.95
7864 7865 46.47
7865 6110 73.63
7865 7861 45.88
7866 6836 38.74
7867 2503 218.74
7868 2504 92.22
7869 5110 68.19
7870 5111 38.12
7870 5111 38.12
7870 4749 181.13
7871 839 24.71
7871 838 12.98
7871 4529 221.00
7872 7471 91.52
7872 8319 794.66
7872 75 45.25
7873 5889 92.37
7874 6244 60.17
7874 6168 397.99
7874 3499 98.05
7875 2290 101.50
7875 2096 68.57
7875 8263 68.67
7876 6093 94.61
7877 7217 164.25
7877 7215 18.72
7878 2561 60.04
7879 7881 21.91
7879 7880 60.05
7879 4154 218.00
7880 7398 136.40
7880 7881 56.51
7881 7879 21.91
7881 6563 146.93
7882 2114 176.92
7882 413 265.80
7882 904 247.96
7883 1045 127.27
7883 1044 125.94
7883 7884 99.36
7884 1044 78.31
7884 1045 78.63
7884 7883 99.36
7885 7833 73.59
7886 5078 83.62
7887 6391 47.27
7887 8983 88.72
7888 7835 85.51
7888 7887 100.14
7888 8964 74.30
7889 7890 74.02
7889 1608 94.94
7889 7892 77.04
7890 7891 78.38
7890 7889 74.02
7890 1609 229.10
7891 7890 78.38
7891 7892 73.41
7891 7894 63.45
7892 7891 73.41
7892 7889 77.04
7892 7893 30.81
7893 7894 79.07
7893 7892 30.81
7893 6660 40.27
7894 7893 79.07
7894 6659 43.56
7894 7891 63.45
7895 7896 240.66
7895 7384 611.91
7896 2499 23.44
7896 7293 25.57
7896 7384 371.38
7897 7800 44.42
7897 1335 327.94
7897 1336 56.55
7898 7403 75.26
7899 7901 311.95
7900 6325 49.86
7900 7901 30.36
7901 5803 70.79
7901 7899 311.95
7901 7900 30.36
7902 7855 73.42
7902 7907 187.96
7902 8002 108.06
7903 7904 24.62
7903 8001 49.70
7904 9029 3.37
7905 7906 123.26
7905 7909 189.88
7906 9028 1.32
7907 7908 23.12
7907 7902 187.96
7908 8000 14.18
7909 8912 472.88
7909 7905 189.88
7909 7746 79.74
7910 7903 21.17
7910 7904 11.87
7911 8465 94.34
7911 8578 214.07
7912 4793 72.63
7913 1620 63.01
7913 3482 39.10
7913 1619 191.59
7914 2172 20.44
7914 7915 21.38
7914 6321 129.97
7915 2171 79.09
7915 7914 21.38
7915 2172 15.95
7916 250 96.67
7917 2875 17.94
7917 8328 67.85
7918 7919 6.00
7918 6574 194.22
7918 251 92.64
7919 7918 6.00
7920 4046 46.35
7921 2761 69.32
7921 5273 3.57
7921 4203 31.68
7922 2206 21.41
7923 7926 187.75
7923 7924 123.93
7923 5051 8.28
7923 4225 85.24
7924 7923 123.93
7924 7925 39.10
7924 4226 90.67
7925 7924 39.10
7926 7923 187.75
7927 4312 136.70
7928 4225 70.54
7929 3253 136.96
7930 3253 77.90
7930 153 275.32
7930 302 211.88
7931 5883 233.15
7932 5613 148.17
7933 4952 83.38
7934 7293 21.91
7934 3632 202.46
7935 4899 67.01
7935 8434 91.88
7935 4898 130.47
7936 2272 286.51
7936 5451 133.82
7936 50 477.91
7937 8752 60.01
7937 8654 102.46
7937 8457 106.34
7937 4101 95.92
7938 9040 60.39
7938 1595 214.86
7939 8819 52.51
7940 5749 506.74
7941 4848 22.28
7941 329 56.72
7941 7942 125.33
7942 330 70.53
7942 7799 688.16
7942 7941 125.33
7943 4024 36.98
7943 3245 55.38
7943 7944 76.14
7944 7943 76.14
7945 369 344.75
7946 2869 105.45
7946 3266 48.85
7946 3267 16.19
7947 5344 266.80
7948 4396 7.89
7948 1395 105.70
7948 1392 215.64
7949 7950 11.26
7949 2329 504.82
7949 7951 83.95
7950 7949 11.26
7950 6129 35.22
7951 6129 90.09
7951 99 3118.20
7952 6129 28.86
7952 208 2417.95
7952 7950 53.43
7953 2902 25.90
7953 5920 59.60
7953 7954 23.55
7954 2902 18.69
7954 7955 38.54
7954 7953 23.55
7955 7954 38.54
7956 2090 36.38
7957 5705 87.88
7957 4757 216.80
7957 8374 107.92
7958 3383 115.33
7958 3108 54.68
7958 7375 32.47
7959 937 266.23
7960 6136 52.02
7961 6137 82.91
7961 2738 82.77
7961 3124 138.67
7962 7820 16.98
7962 2224 686.02
7963 7964 10.25
7963 5742 45.39
7964 8417 11.79
7964 7108 47.52
7965 8720 7.15
7965 5761 86.22
7966 8652 103.87
7966 7965 73.70
7967 3957 117.70
7967 453 121.97
7968 7605 6.73
7969 2110 15.66
7970 8566 28.08
7970 4857 179.80
7970 3974 35.98
7971 4623 73.62
7972 3755 28.86
7972 8372 80.07
7972 8373 49.01
7973 6970 487.73
7974 780 50.80
7975 2483 182.60
7976 5815 19.88
7977 527 155.69
7977 526 28.71
7977 6254 44.64
7978 1444 59.95
7979 7980 24.95
7979 7981 34.36
7979 9032 63.82
7980 7979 24.95
7980 6131 126.82
7980 6130 260.26
7981 7979 34.36
7982 6167 20.99
7982 5609 47.59
7982 7983 35.36
7983 9045 36.33
7983 7984 34.75
7983 7982 35.36
7984 7983 34.75
7985 2223 609.07
7986 62 223.72
7987 8655 33.12
7987 7839 88.01
7987 1439 129.63
7988 4287 77.20
7988 5641 58.38
7989 6227 111.75
7990 4394 218.15
7991 3955 31.87
7991 6958 35.74
7991 3534 103.20
7991 1961 172.24
7991 1962 218.19
7992 8023 78.62
7992 2666 68.48
7992 2667 32.24
7993 3472 78.34
7994 7995 51.70
7994 7995 51.70
7994 261 103.54
7995 7994 51.70
7995 7994 51.70
7995 8975 117.94
7996 4934 34.22
7997 8369 144.63
7998 6328 393.87
7998 5161 375.28
7998 2659 140.09
7998 898 92.13
7999 8003 12.98
7999 7845 215.66
8000 7905 123.20
8000 7906 10.82
8001 7903 49.70
8001 7845 141.16
8001 8002 84.55
8002 8001 84.55
8002 7902 108.06
8002 7853 109.99
8003 7910 7.37
8004 4758 13.93
8004 4757 109.43
8004 4759 145.95
8005 4772 8.24
8006 2490 95.51
8007 636 97.66
8008 6555 14.12
8009 3323 39.80
8009 8010 33.56
8009 6377 117.05
8010 8477 55.59
8010 9040 10.10
8011 95 36.29
8012 1357 11.16
8012 8013 20.26
8013 1357 22.79
8014 1611 6.56
8014 1612 104.82
8015 8831 40.53
8015 68 28.84
8016 8015 71.88
8016 8832 21.39
8017 8017 0.00
8017 8017 0.00
8017 4229 125.29
8018 2182 70.69
8018 8984 116.50
8018 1526 68.11
8019 5989 56.93
8020 8407 170.20
8020 6554 354.76
8020 8035 154.85
8021 7315 6.00
8021 7319 215.89
8022 8012 92.01
8022 6969 91.53
8023 7992 78.62
8024 758 76.90
8024 6226 79.23
8024 757 180.04
8024 8639 94.52
8025 813 136.66
8025 8026 13.61
8025 2172 121.15
8026 2173 73.41
8026 8025 13.61
8026 4316 80.55
8027 3142 19.24
8028 1405 205.41
8029 8615 14.54
8029 7049 119.65
8030 4439 31.42
8030 90 76.68
8031 6648 63.32
8032 656 39.17
8032 655 8.01
8033 3327 45.18
8033 588 42.62
8033 2770 142.12
8034 2770 27.36
8035 1326 8.01
8035 8020 154.85
8035 8032 224.73
8036 4901 63.36
8037 7694 160.28
8037 8038 199.14
8038 1358 8.42
8039 3367 96.80
8040 6813 32.07
8040 1675 15.97
8041 4524 7.54
8041 4525 71.54
8041 5593 94.01
8042 5510 25.21
8042 8042 0.00
8042 8042 0.00
8043 5458 71.97
8044 3944 11.27
8044 8497 696.51
8044 8492 20.94
8045 8491 14.25
8045 2123 252.20
8045 4244 171.12
8046 8489 11.27
8046 2582 524.27
8046 8045 746.27
8047 8048 96.62
8048 5780 62.35
8048 8047 96.62
8048 8051 230.13
8049 8385 26.92
8050 680 30.85
8051 8048 230.13
8051 5779 63.45
8051 8460 107.08
8052 3165 86.98
8052 3607 150.14
8053 8055 12.02
8053 8081 32.31
8053 2325 136.82
8054 8477 41.78
8054 3323 51.38
8054 6376 52.92
8055 8053 12.02
8055 2324 345.78
8055 1324 72.04
8056 1091 93.31
8057 5450 138.16
8058 2521 165.42
8059 2550 66.68
8060 4904 4.25
8061 4372 40.53
8062 4367 57.19
8062 205 128.74
8062 117 311.20
8063 4565 5.51
8063 1087 141.89
8063 4632 79.98
8064 8065 127.79
8065 5952 13.81
8065 2811 330.27
8065 8064 127.79
8066 6425 34.89
8067 1931 61.37
8068 3137 33.86
8068 1947 64.90
8068 7721 50.07
8069 1949 153.20
8070 2435 35.53
8070 2436 9.06
8070 6488 83.05
8071 1562 14.08
8072 3468 263.42
8072 5356 422.47
8072 71 80.72
8073 8074 9.63
8073 3470 209.82
8073 3469 10.64
8073 4170 78.72
8074 8073 9.63
8074 3469 14.45
8074 1514 66.18
8074 1515 92.67
8075 4323 231.47
8075 4324 4.07
8075 6518 76.89
8076 740 132.89
8076 3701 137.64
8077 1519 70.37
8078 2164 6.94
8078 3023 83.18
8078 2163 44.03
8079 5948 69.27
8079 340 164.27
8079 341 43.16
8080 1079 73.11
8081 8053 32.31
8082 4760 38.38
8082 5079 25.30
8083 1144 40.94
8083 5079 25.76
8083 8082 29.68
8084 5043 140.85
8084 36 101.36
8084 35 80.11
8085 1625 94.26
8085 8084 91.48
8086 8085 10.87
8086 815 76.52
8086 7 54.25
8087 3032 483.20
8088 4376 53.42
8089 3876 153.25
8090 6852 23.13
8091 5932 55.11
8091 8899 155.95
8091 8898 124.78
8092 8093 210.58
8092 4922 60.25
8092 4921 113.35
8093 8092 210.58
8094 1134 47.17
8094 4830 70.68
8095 3217 168.17
8095 2033 52.07
8095 3216 172.45
8096 2849 37.77
8097 6227 26.64
8098 1169 28.11
8099 8101 20.02
8099 8100 83.26
8100 6919 21.44
8100 8099 83.26
8101 3269 90.12
8102 8103 14.13
8102 8370 105.26
8103 8102 14.13
8103 8933 107.18
8104 529 43.05
8104 8362 57.43
8105 3324 15.36
8105 8106 42.15
8105 9040 65.42
8106 3325 26.45
8106 6377 68.09
8107 6844 35.86
8107 4553 94.40
8107 5157 185.15
8108 8975 15.85
8108 535 97.44
8108 3051 128.61
8109 3774 41.77
8109 5790 37.54
8109 8110 24.26
8110 8907 13.84
8110 8109 24.26
8110 238 264.48
8111 8992 62.35
8111 2941 126.99
8111 1574 87.51
8111 318 99.82
8112 1064 93.81
8113 1183 11.31
8114 1870 23.15
8114 1871 68.04
8114 1877 283.56
8115 1705 119.90
8115 5415 167.89
8115 8116 85.41
8116 4964 164.16
8116 1706 101.45
8116 8115 85.41
8117 2929 110.27
8118 8118 0.00
8118 8118 0.00
8118 2790 65.17
8119 907 50.47
8120 8288 3.65
8120 1385 44.57
8120 8121 50.14
8121 4075 46.51
8121 1641 34.23
8122 1641 10.43
8123 5827 511.52
8124 8125 27.85
8124 3134 199.81
8124 3265 31.04
8125 8148 120.58
8126 5690 13.58
8126 4126 153.92
8126 5886 95.56
8127 615 54.64
8128 999 312.70
8129 3303 160.51
8129 8476 105.55
8130 4792 153.51
8131 6482 41.36
8131 6073 10.16
8131 3777 90.85
8132 1426 63.03
8132 1427 52.09
8132 6380 51.11
8133 37 93.53
8134 8135 33.80
8135 32 10.60
8135 33 127.27
8135 8134 33.80
8136 6527 39.33
8137 1141 288.56
8138 1735 258.42
8139 2690 62.31
8140 1221 126.10
8140 8141 20.05
8141 8140 20.05
8141 6697 34.86
8141 6079 212.36
8142 4510 180.74
8143 2399 113.23
8144 6940 98.93
8144 6967 88.93
8144 7684 31.64
8145 3227 52.66
8145 8990 106.32
8145 7543 137.42
8146 8670 176.00
8147 189 372.78
8147 3725 424.87
8148 3264 1182.73
8148 3265 137.65
8149 5332 23.08
8150 6801 21.49
8150 6802 45.78
8151 4908 14.43
8151 4579 61.40
8152 6947 88.03
8153 3962 78.59
8154 1468 85.51
8154 718 10.10
8155 3640 208.12
8156 8516 170.37
8157 7046 29.00
8157 8621 46.33
8157 7535 1855.53
8158 1556 275.48
8159 7036 86.52
8159 7342 135.79
8160 7070 18.94
8161 6919 29.09
8161 6920 7.72
8161 8100 26.95
8162 8162 0.00
8162 8162 0.00
8162 5913 28.45
8163 2940 32.20
8163 2935 145.48
8163 2934 23.80
8164 5795 53.67
8165 5635 61.91
8165 247 132.41
8165 271 447.66
8166 2948 90.41
8166 3211 87.77
8166 1581 196.54
8166 1582 89.51
8167 1911 39.51
8167 8168 24.73
8167 1909 14.86
8168 8167 24.73
8168 1912 45.80
8168 2011 91.85
8169 6309 6.87
8169 5549 369.20
8169 6310 108.59
8170 1658 39.44
8171 5955 167.89
8172 2736 7.74
8172 4989 133.59
8172 4988 84.28
8173 7668 155.68
8173 8174 98.31
8173 8804 38.75
8174 486 31.43
8174 8173 98.31
8174 300 156.45
8175 6818 244.23
8175 6814 148.02
8175 5329 120.69
8176 5994 297.69
8177 736 39.30
8178 3728 53.63
8179 8473 9.26
8179 7287 47.76
8179 8474 38.58
8179 8180 37.66
8180 8179 37.66
8180 6495 278.41
8180 3092 116.89
8181 5747 44.75
8181 7351 47.77
8181 2815 117.03
8182 3786 28.23
8182 2678 357.64
8183 7048 972.29
8183 8428 126.09
8183 6795 1166.43
8184 2133 47.96
8184 4144 44.53
8184 8185 54.79
8185 8184 54.79
8186 5878 72.83
8186 4409 14.46
8186 4410 95.02
8187 2677 177.82
8188 1251 42.99
8189 5804 56.74
8190 5804 95.53
8191 2811 33.97
8191 2810 36.20
8191 8192 70.93
8192 8191 70.93
8193 2234 37.16
8194 1275 43.47
8195 819 280.45
8195 8277 57.06
8195 7247 16.40
8196 8277 19.20
8196 7053 52.13
8196 188 65.60
8197 6101 92.33
8197 5642 79.79
8198 7353 236.93
8199 7259 518.89
8199 8200 93.73
8199 9086 99.70
8200 8201 26.73
8200 8199 93.73
8200 8220 69.75
8201 8200 26.73
8201 8201 0.00
8201 8201 0.00
8202 3182 182.78
8203 7785 19.34
8204 4098 80.14
8205 316 41.53
8205 8465 173.75
8205 9100 73.58
8206 5329 70.51
8206 6822 42.28
8207 6819 58.35
8207 6817 195.72
8207 8208 146.24
8208 8207 146.24
8209 5443 130.05
8209 2443 142.44
8209 4433 73.29
8210 2149 76.42
8211 1474 78.62
8211 1473 211.79
8211 8232 44.92
8212 4339 35.35
8213 8214 38.22
8213 8214 38.22
8214 151 130.29
8214 8213 38.22
8215 1065 94.14
8216 1987 68.51
8217 1866 264.35
8218 8219 74.77
8219 8218 74.77
8219 2343 65.10
8220 8200 69.75
8221 4329 109.43
8222 8223 19.70
8223 8222 19.70
8223 8224 66.17
8223 4254 54.22
8224 8223 66.17
8224 8224 0.00
8224 8224 0.00
8225 868 126.43
8226 1651 143.00
8226 8315 85.83
8226 6868 83.20
8227 3027 45.16
8227 5032 196.44
8227 8228 51.62
8228 4822 180.66
8228 3026 52.49
8228 8227 51.62
8229 8229 0.00
8229 8229 0.00
8229 8230 180.01
8230 4208 160.46
8230 8763 427.05
8230 8229 180.01
8231 4057 121.74
8232 8211 44.92
8233 567 15.86
8234 8235 35.32
8235 5466 124.52
8235 8234 35.32
8236 4502 5.49
8236 4319 38.34
8237 4780 60.53
8237 8236 45.99
8238 3870 176.58
8239 2545 107.12
8240 1668 182.80
8241 423 204.69
8242 8243 50.10
8243 8242 50.10
8243 3610 116.61
8243 1403 238.05
8244 5201 8.04
8244 2387 129.60
8244 3782 48.09
8245 3321 6.93
8245 3320 146.50
8245 3322 167.21
8246 4735 38.81
8246 8247 68.49
8247 8246 68.49
8248 8249 50.96
8249 2182 40.68
8249 8248 50.96
8249 190 132.83
8250 3681 57.60
8250 3679 63.84
8250 196 58.45
8251 1595 35.75
8252 1596 53.41
8253 7788 41.33
8253 2360 383.97
8253 233 147.75
8254 3461 58.44
8255 6359 42.30
8255 8256 51.73
8256 8255 51.73
8257 8258 41.63
8258 6337 31.87
8258 3896 82.97
8258 8257 41.63
8259 2009 60.88
8259 3495 51.72
8259 8260 128.75
8260 8259 128.75
8261 8262 73.99
8261 3601 284.32
8261 5305 139.29
8262 5305 121.21
8262 3600 279.71
8262 8261 73.99
8263 7875 68.67
8264 5341 131.70
8264 8612 317.04
8264 8786 20.21
8265 3209 34.27
8266 6558 137.00
8267 899 86.35
8267 899 86.35
8268 6557 77.78
8269 4976 122.99
8269 5664 190.00
8269 7660 161.43
8270 8514 152.80
8271 79 106.01
8271 1124 96.54
8271 4354 183.09
8272 4372 93.81
8273 1771 132.54
8274 2231 118.15
8274 8274 0.00
8275 513 47.91
8275 512 30.66
8276 8303 305.70
8276 4006 211.36
8276 4005 25.64
8277 8196 19.20
8277 4518 313.98
8278 1373 13.40
8278 5274 36.49
8278 1374 36.00
8279 8575 176.62
8279 8574 65.20
8279 8573 65.12
8280 8640 288.50
8280 8646 57.30
8281 5900 123.73
8281 334 44.26
8281 6796 125.70
8282 6972 214.52
8282 6794 33.39
8282 8875 42.24
8283 8764 187.11
8284 2261 94.89
8284 8285 49.78
8284 7416 351.19
8285 8284 49.78
8286 5537 7.50
8286 2985 77.64
8286 1005 40.27
8287 9082 7.58
8287 6994 62.70
8288 8120 3.65
8289 7251 45.08
8289 8290 13.66
8289 3823 182.33
8290 5843 45.77
8290 8291 50.37
8290 8289 13.66
8290 2516 164.30
8291 8292 48.29
8291 8290 50.37
8291 2516 157.13
8292 8291 48.29
8292 183 72.95
8292 8999 44.64
8293 3802 97.39
8293 4702 135.76
8293 3801 15.96
8294 4239 32.56
8295 2538 5.68
8296 8297 14.23
8296 3216 1074.65
8297 8296 14.23
8297 1439 262.22
8297 2482 204.98
8297 8298 88.21
8298 5196 15.75
8298 8598 315.22
8299 3553 67.54
8299 350 4.28
8299 3820 195.12
8300 102 10.69
8301 2640 119.48
8301 8302 128.11
8301 6721 53.81
8302 8301 128.11
8302 8303 107.02
8302 5779 376.09
8303 8302 107.02
8303 296 92.93
8303 8276 305.70
8304 8305 44.12
8305 5750 78.58
8305 7352 41.97
8305 8304 44.12
8306 8307 37.98
8306 4416 39.78
8306 5751 84.15
8307 8306 37.98
8308 7815 22.54
8309 7287 6.83
8309 8308 38.19
8309 8756 43.44
8310 7287 16.27
8310 8309 15.31
8310 3092 107.52
8311 3428 47.51
8312 1900 151.95
8313 174 50.31
8313 177 80.94
8313 7257 143.74
8314 174 40.88
8315 8226 85.83
8316 239 91.42
8316 8319 1101.53
8316 3087 678.12
8316 199 197.24
8317 7770 121.45
8318 8960 49.16
8318 7502 535.94
8319 3086 11.51
8319 7872 794.66
8319 8618 175.78
8320 8321 35.84
8320 7325 328.47
8320 7334 59.64
8321 8320 35.84
8321 7334 67.66
8321 8343 340.26
8322 2109 308.92
8322 2108 22.46
8322 8323 20.97
8323 2108 24.66
8323 8322 20.97
8323 6249 329.66
8324 3831 40.54
8325 2876 12.55
8325 8325 0.00
8325 8325 0.00
8326 2877 21.21
8326 8326 0.00
8326 8326 0.00
8327 8328 14.87
8327 8327 0.00
8327 8327 0.00
8328 8327 14.87
8328 2876 34.38
8329 2874 19.50
8329 8329 0.00
8329 8329 0.00
8330 2872 33.05
8330 8330 0.00
8330 8330 0.00
8331 3133 169.55
8332 3374 218.38
8332 81 181.02
8332 4418 275.19
8333 2445 2.35
8334 1417 80.00
8334 8334 0.00
8334 8334 0.00
8335 2793 51.05
8336 6001 5.32
8336 4486 76.58
8336 4485 95.73
8337 8338 8.99
8337 2515 50.66
8338 2516 45.46
8338 8337 8.99
8338 183 85.00
8339 4418 72.50
8340 8767 5.80
8340 7715 1144.51
8340 8757 138.72
8340 8769 33.22
8341 2479 60.59
8341 1558 66.74
8342 8344 86.06
8343 7333 351.53
8344 7312 39.30
8344 1720 61.68
8344 8342 86.06
8345 7368 112.43
8346 2994 7.93
8347 8732 17.97
8347 6854 46.84
8347 6841 93.96
8348 8349 188.27
8348 371 191.02
8349 1126 81.29
8349 4413 77.31
8349 8348 188.27
8350 6371 126.81
8350 6222 129.07
8350 1979 91.21
8350 4598 91.79
8351 8352 43.59
8351 2343 35.55
8351 5692 440.24
8352 2343 17.47
8352 5077 190.00
8353 7561 53.21
8353 3697 45.54
8353 3696 82.22
8353 978 164.00
8354 628 160.89
8354 7561 97.71
8354 3698 48.08
8355 4868 141.25
8355 3068 29.02
8355 263 130.30
8356 5851 117.64
8356 3259 186.32
8356 2427 140.25
8356 3260 256.94
8357 8480 37.89
8357 466 41.76
8358 1761 33.01
8359 8833 11.18
8359 7107 69.20
8359 8360 161.22
8360 8735 98.69
8360 7362 164.15
8360 8359 161.22
8360 661 173.07
8361 6801 70.38
8361 418 60.73
8361 5656 206.67
8362 528 204.50
8362 5584 81.72
8363 5860 265.89
8363 8870 102.14
8363 1459 101.10
8364 5519 468.83
8364 8870 40.65
8365 1924 147.52
8365 8365 0.00
8365 8365 0.00
8366 3162 6.84
8366 6700 163.04
8367 7815 664.82
8367 8366 110.72
8368 8725 51.96
8368 8723 31.07
8368 8376 207.89
8368 2356 109.97
8369 2071 97.75
8369 7997 144.63
8369 8725 59.23
8369 987 111.11
8370 8371 12.60
8370 8387 109.90
8371 8370 12.60
8371 8103 107.73
8371 8373 126.60
8372 4623 91.20
8372 8373 40.06
8373 8371 126.60
8373 7972 49.01
8373 5780 343.84
8373 8372 40.06
8374 3754 68.35
8374 5705 112.84
8374 7957 107.92
8375 2351 109.72
8375 5781 225.35
8375 5782 171.06
8375 800 53.37
8376 4977 73.80
8376 146 72.02
8376 8368 207.89
8377 473 63.85
8378 8379 12.16
8378 8381 105.77
8379 8380 9.44
8379 7858 980.04
8380 8378 12.27
8380 6929 264.36
8381 8379 101.09
8381 8399 185.52
8382 4766 151.19
8382 5353 169.04
8382 3757 69.52
8382 1887 170.63
8383 4136 167.77
8383 3757 109.11
8383 3756 112.69
8383 1885 210.06
8384 8386 34.93
8384 7284 1728.74
8385 8049 26.92
8385 8386 34.77
8385 8384 39.41
8386 8384 34.93
8386 99 215.82
8386 8385 34.77
8387 3756 97.39
8387 8478 101.61
8387 8370 109.90
8388 8389 224.50
8388 8392 221.38
8388 8393 246.49
8389 8391 243.77
8389 8388 224.50
8390 8391 244.07
8390 8389 37.54
8391 8389 243.77
8391 8392 253.29
8391 8462 170.35
8393 8395 112.50
8393 8388 246.49
8393 6931 51.94
8394 6931 70.19
8395 82 11.73
8395 6931 69.80
8396 8397 11.56
8396 8399 151.34
8397 8396 11.56
8397 8398 189.55
8397 271 322.52
8398 8396 189.37
8398 82 845.10
8399 8381 185.52
8399 8397 151.22
8400 3126 858.22
8400 8401 440.92
8400 4388 217.88
8401 133 70.33
8401 5974 229.36
8401 8400 440.92
8402 1969 294.23
8402 5974 83.51
8402 5246 242.72
8403 5246 156.34
8403 5247 132.06
8403 8462 177.18
8404 1060 34.15
8404 7294 35.67
8404 4388 85.40
8405 1060 32.54
8405 5559 464.27
8406 4077 7.10
8406 5245 69.41
8406 9096 94.64
8407 1551 61.20
8407 8020 170.20
8407 8407 0.00
8407 8407 0.00
8408 8409 73.37
8409 8408 73.37
8409 7722 159.31
8409 8430 135.48
8410 8412 113.46
8411 8412 23.61
8411 8733 79.09
8412 8410 113.46
8412 8414 23.61
8413 4590 136.66
8413 8411 23.60
8414 8413 23.60
8414 8734 121.71
8415 1094 116.24
8415 8416 74.00
8415 1058 109.01
8416 3914 158.82
8416 1057 106.95
8416 8415 74.00
8417 5741 10.58
8417 8418 201.98
8418 6118 9.30
8418 8419 173.75
8418 3230 74.33
8419 726 8.93
8419 8420 81.25
8419 725 77.11
8420 5660 9.97
8420 8421 88.81
8421 3710 8.64
8421 3228 83.65
8421 8422 87.63
8422 3241 8.09
8422 2901 86.86
8422 8423 82.07
8423 1248 8.31
8423 6665 64.53
8424 8677 38.24
8424 7064 247.94
8424 7059 120.60
8424 234 36.32
8424 6665 55.59
8424 8678 66.02
8425 8426 19.21
8426 8740 37.53
8426 8425 19.21
8426 8427 49.45
8427 158 44.98
8427 2609 230.44
8427 8426 49.45
8428 8183 126.09
8429 8430 88.21
8430 8409 135.48
8430 3488 39.54
8430 8429 88.21
8431 8432 17.71
8432 3479 60.11
8432 3034 87.12
8432 8431 17.71
8433 8434 67.76
8434 4899 64.50
8434 7935 91.88
8434 8433 67.76
8435 8436 53.50
8436 1994 38.95
8436 4363 38.51
8436 8435 53.50
8437 8920 39.38
8438 8438 0.00
8438 8438 0.00
8438 8439 168.92
8439 7392 21.29
